old_url,new_url,rule
/dealers/grsys-service-ltda,/about/global-support,dealers
/dealers/h-i-n,/about/global-support,dealers
/dealers/inetest,/about/global-support,dealers
/dealers/kvms,/about/global-support,dealers
/dealers/marc-technologies-inc,/about/global-support,dealers
/dealers/maxem-engineering-ltd,/about/global-support,dealers
/dealers/maxtronix,/about/global-support,dealers
/dealers/murray-a-percival-company,/about/global-support,dealers
/dealers/pb-tec-gmbh,/about/global-support,dealers
/dealers/renex,/about/global-support,dealers
/dealers/sierra-manufacturing-technology,/about/global-support,dealers
/dealers/sinerji-grup,/about/global-support,dealers
/dealers/southwest-systems-technology,/about/global-support,dealers
/dealers/tangtek-unotek-international-limited,/about/global-support,dealers
/dealers/techsystems-northern-california,/about/global-support,dealers
/dealers/univertools,/about/global-support,dealers
/history/cyberoptics-se-200-revolutionizing-history-in-colorado-tldr-discover-how,/products/cyberoptics-se-series,kw:se-series|se-200|se500|s
/history/discover-the-revolutionary-asc-international-solution-for-precision-inspection-in,/about/company,kw:asc-international|corpor
/history/dive-into-the-world-of-asc-international-your-source-for,/about/company,kw:asc-international|corpor
/history/headline-precision-inspection-revolution-unveiling-the-power-of-automated-optical,/products/automated-optical-inspection,kw:aoi|automated-optical|op
/history/headline-uncover-the-secrets-of-automated-optical-inspection-a-comprehensive,/products/automated-optical-inspection,kw:aoi|automated-optical|op
/history/how-do-spi-machines-work-unlocking-the-secrets-of-visual,/blog/spi-buyers-guide-2026,kw:choosing-the-right|buyer
/history/the-ultimate-guide-to-cyberoptics-se-series-transforming-inspection-in,/products/cyberoptics-se-series,kw:se-series|se-200|se500|s
/history/the-ultimate-guide-to-related-faq-questions-in-northern-mariana,/faq,kw:faq|questions
/history/title-visionpro-sp3d-the-cutting-edge-inspection-technology-revolutionizing-georgias-industries,/history/visionpro-sp3d-georgia,exact
/history/unlocking-efficiency-in-electronics-manufacturing-the-benefits-of-spi-machines,/blog/spi-buyers-guide-2026,kw:choosing-the-right|buyer
/history/unlocking-the-power-of-optical-inspection-asc-international-in-alaska,/history/asc-international-alaska,exact
/index,/,exact
/industrial-metrology,/products/3d-industrial-metrology,exact
/industrial-metrology/3d-laser-scanners,/products/3d-industrial-metrology,exact
/industrial-metrology/3d-laser-scanning-systems,/products/3d-industrial-metrology,exact
/industrial-metrology/contract-inspection-services,/services/contract-inspection,exact
/locations.kml,/about/global-support,exact
/news,/blog,exact
/privacy-policy,,same-path (no redirect needed)
/process-control,/resources,exact
/process-control/3d-spi-machines-in-electronics-manufacturing,/blog/spi-buyers-guide-2026,kw:choosing-the-right|buyer
/process-control/asc-international-revolutionizing-the-electronics-industry-in-brazil-tldr-asc,/about/company,kw:asc-international|corpor
/process-control/automated-visual-inspection-with-cutting-edge-related-faq-questions-systems-in,/products/automated-optical-inspection,exact
/process-control/billions-of-solder-joints,/blog/billions-of-solder-joints,exact
/process-control/discover-the-world-of-automated-inspection-with-asc-international-dealers,/about/global-support,kw:dealer
/process-control/introducing-the-visionmaster-450-revolutionizing-process-control-in-nebraska-tldr,/products/automated-optical-inspection,kw:visionmaster-150|visionm
/process-control/mastering-understanding-solder-paste-inspection-a-comprehensive-beginners-guide-tldr,/products/3d-solder-paste-inspection,kw:spi|solder-paste|solder-
/process-control/solder-paste-measurement-justification,/blog/solder-paste-measurement-justification,exact
/process-control/stamp-out-rework,/blog/stamp-out-rework,exact
/process-control/the-essential-guide-to-asc-international-global-support-centers,/about/global-support,kw:global-support|support-c
/process-control/the-ultimate-guide-to-laservision-sp3d-in-kentucky-for-process,/products/laservision-sp3d-mini,kw:laservision-sp3d
/process-control/unlocking-the-power-of-process-control-with-asc-international-in,/about/company,kw:asc-international|corpor
/process-control/visionpro-ap212-revolutionizing-process-control-in-wyoming-tldr-the-asc,/products/visionpro-ap500,kw:ap212|ap450|ap-xt
/process-control/visionpro-ap500-your-solution-for-precision-automated-3d-solder-paste-inspection,/products/visionpro-ap500,kw:visionpro-ap500|\bap500\
/process-control/visionpro-m500-revolutionizing-process-control-in-north-america,/products/visionpro-m500,kw:visionpro-m500|visionmas
/process-control/yield-improvement-strategies,/blog/yield-improvement-strategies,exact
/product/av-880-series,/products/av-880-series,product
/product/cyberoptics-lsm,/services/pre-owned-systems,product
/product/cyberoptics-lsm-2,/services/pre-owned-systems,product
/product/cyberoptics-lsm-300,/services/pre-owned-systems,product
/product/cyberoptics-qx150i,/services/pre-owned-systems,product
/product/cyberoptics-qx500,/services/pre-owned-systems,product
/product/cyberoptics-qx600,/services/pre-owned-systems,product
/product/cyberoptics-se-200,/products/cyberoptics-se-series,product
/product/cyberoptics-se-300-ultra,/products/cyberoptics-se-series,product
/product/cyberoptics-se-series,/products/cyberoptics-se-series,product
/product/cyberoptics-se500,/products/cyberoptics-se-series,product
/product/cyberoptics-se600,/products/cyberoptics-se-series,product
/product/laservision-sp3d,/products/laservision-sp3d-mini,product
/product/laservision-sp3d-mini,/products/laservision-sp3d-mini,product
/product/linemaster-dmi,/products/linemaster-dmi,product
/product/linemaster-falcon,/products/linemaster-falcon,product
/product/linemaster-falcon-plus,/products/linemaster-falcon-plus,product
/product/linemaster-fusion-3d,/products/linemaster-fusion-3d,product
/product/linemaster-fusion-dmi,/products/linemaster-fusion-dmi,product
/product/linemaster-tht,/products/automated-optical-inspection,product
/product/mss-130-dvi,/products/mss-130-dvi,product
/product/visionmaster-150,/products/automated-optical-inspection,product
/product/visionmaster-450,/products/automated-optical-inspection,product
/product/visionmaster-ap212,/products/visionpro-ap500,product
/product/visionmaster-ap450,/products/visionpro-ap500,product
/product/visionmaster-m500,/products/visionpro-m500,product
/product/visionmaster-spi,/products/3d-solder-paste-inspection,product
/product/visionpro-ap-xt,/products/visionpro-ap500,product
/product/visionpro-ap212,/products/visionpro-ap500,product
/product/visionpro-ap500,/products/visionpro-ap500,product
/product/visionpro-av862,/products/av-880-series,product
/product/visionpro-av871,/products/av-880-series,product
/product/visionpro-hsi,/products/visionpro-hsi,product
/product/visionpro-m-series,/products/visionpro-m500,product
/product/visionpro-m300,/products/visionpro-m500,product
/product/visionpro-m500,/products/visionpro-m500,product
/product/visionpro-merlin,/products/visionpro-merlin,product
/product/visionpro-merlin-xl,/products/visionpro-merlin-xl,product
/product/visionpro-sp3d,/products/visionpro-sp3d,product
/product/visionpro-upi,/products,product
/products-services-quicklist,/products,exact
/resources,,same-path (no redirect needed)
/resources/cyberoptics-revolutionizing-manufacturing-with-precision-inspection-harness-the,/products/cyberoptics-se-series,kw:cyberoptics
/resources/discover-the-cutting-edge-world-of-automatic-surface-inspection-asc-internationals,/products/automated-optical-inspection,kw:aoi|automated-optical|op
/resources/discover-the-ultimate-solution-for-enhanced-automated-optical-inspection-in,/products/automated-optical-inspection,kw:aoi|automated-optical|op
/resources/discover-what-services-asc-international-offers-unlocking-advanced-inspection-technologies,/services,exact
/resources/headline-uncover-the-power-of-cyberoptics-lsm-2-your-precision,/services/pre-owned-systems,kw:lsm-300|lsm-2|cyberoptic
/resources/headline-unlocking-precision-with-cyberoptics-lsm-in-north-dakota-tldr,/services/pre-owned-systems,kw:lsm-300|lsm-2|cyberoptic
/resources/refurbished-aoi-spi-revolutionizing-electronics-inspection-in-south-korea,/services/pre-owned-systems,kw:refurbished|pre-owned
/resources/related-faq-questions-the-near-me-resource-for-everything,/faq,exact
/resources/software-downloads,,same-path (no redirect needed)
/resources/solder-paste-inspection-process-unlocking-precision-for-printed-circuit-boards,/products/3d-solder-paste-inspection,kw:what-is-a-solder-paste-i
/resources/the-ultimate-guide-to-aoi-automated-optical-inspection-defect-inspection,/products/automated-optical-inspection,kw:aoi|automated-optical|op
/resources/troubleshooting-guides,,same-path (no redirect needed)
/resources/unveiling-the-power-of-aoi-in-maine-efficiency-and-precision,/products/automated-optical-inspection,kw:aoi|automated-optical|op
/resources/unveiling-the-secrets-of-aoi-spi-pcp-inspection-automation-your-comprehensive-guide-to-success,/products/automated-optical-inspection,kw:aoi|automated-optical|op
/resources/user-manuals-guides,,same-path (no redirect needed)
/resources/visionpro-m500-supercharging-smt-inspection-in-norway-and-beyond,/products/visionpro-m500,kw:visionpro-m500|visionmas
/resources/visionpro-m500-your-gateway-to-precision-3d-solder-paste-inspection-in-the-u-s-a,/products/visionpro-m500,kw:visionpro-m500|visionmas
/shop,/products,exact
/sitemap,/sitemap.xml,exact
/smt-inspection,/products,exact
/smt-inspection/automated-optical-inspection,/products/automated-optical-inspection,exact
/smt-inspection/digital-video-inspection,/products/digital-video-inspection,exact
/smt-inspection/pre-owned-refurbished,/services/pre-owned-systems,exact
/smt-inspection/solder-paste-inspection,/products/3d-solder-paste-inspection,exact
/smt-inspection/universal-product-inspection,/products,exact
/solder-paste-inspection/3d-solder-paste-inspection,/products/3d-solder-paste-inspection,exact
/solder-paste-inspection/aoi-soldering-inspection-equipment-in-italy-a-comprehensive-guide-to,/products/automated-optical-inspection,kw:aoi|automated-optical|op
/solder-paste-inspection/choosing-the-right-solder-paste-inspection-machine-your-guide-to,/blog/spi-buyers-guide-2026,kw:choosing-the-right|buyer
/solder-paste-inspection/cyberoptics-lsm-300-revolutionizing-solder-paste-inspection-in-norway-tldr,/services/pre-owned-systems,kw:lsm-300|lsm-2|cyberoptic
/solder-paste-inspection/discover-the-revolutionary-impact-of-asc-international-on-the-kansas,/products/3d-solder-paste-inspection,kw:spi|solder-paste|solder-
/solder-paste-inspection/discover-the-revolutionary-visionmaster-ap450-a-game-changer-for-arkansas-solder,/products/visionpro-ap500,kw:ap212|ap450|ap-xt
/solder-paste-inspection/discover-the-secrets-of-solder-paste-inspection-an-in-depth-guide,/products/3d-solder-paste-inspection,kw:spi|solder-paste|solder-
/solder-paste-inspection/electrify-the-future-of-montana-electronics-manufacturing-with-asc-international,/products/3d-solder-paste-inspection,kw:spi|solder-paste|solder-
/solder-paste-inspection/get-your-eyes-on-the-prize-cyberoptics-lsm-2-revolutionizes,/services/pre-owned-systems,kw:lsm-300|lsm-2|cyberoptic
/solder-paste-inspection/headline-revolutionize-solder-paste-inspection-with-cutting-edge-technology-tldr-discover,/products/3d-solder-paste-inspection,kw:spi|solder-paste|solder-
/solder-paste-inspection/laservision-sp3d-revolutionizing-industrial-inspection-in-hawaii-and-beyond-tldr,/products/laservision-sp3d-mini,kw:laservision-sp3d
/solder-paste-inspection/solder-paste-inspection-reduces-errors-for-florida-pcb-manufacturer,/products/3d-solder-paste-inspection,kw:spi|solder-paste|solder-
/solder-paste-inspection/the-cyberoptics-se-series-revolutionizing-solder-paste-inspection-in-south,/products/cyberoptics-se-series,kw:se-series|se-200|se500|s
/solder-paste-inspection/the-importance-of-solder-paste-inspection,/products/3d-solder-paste-inspection,kw:what-is-a-solder-paste-i
/solder-paste-inspection/the-revolutionary-asc-international-system-connecticuts-leading-solder-paste-inspection,/products/3d-solder-paste-inspection,kw:spi|solder-paste|solder-
/solder-paste-inspection/the-revolutionary-edge-asc-internationals-cyber-optics-innovations-for-solder,/products/3d-solder-paste-inspection,kw:spi|solder-paste|solder-
/solder-paste-inspection/title-revolutionize-how-can-i-contact-asc-international-for-more,/contact,kw:contact
/solder-paste-inspection/unveiling-the-evolution-of-asc-international-a-leader-in-solder,/products/3d-solder-paste-inspection,kw:spi|solder-paste|solder-
/solder-paste-inspection/visionmaster-ap450-the-ultimate-solder-paste-inspection-solution,/products/visionpro-ap500,kw:ap212|ap450|ap-xt
/solder-paste-inspection/what-is-sp3d-3d-solder-paste-inspection-equipment,/products/3d-solder-paste-inspection,kw:what-is-a-solder-paste-i
/solder-paste-inspection/why-you-need-a-solder-paste-inspection-in-florida,/products/3d-solder-paste-inspection,kw:spi|solder-paste|solder-
/support,/services/technical-support,exact
/thank-you,/contact,exact
